image_path,label
plantGuard_dataset/images/Squash___Powdery_mildew/cfa6e198-7075-4719-b99d-e18a9e36951d.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/a38a7b53-c0e6-4e6e-8f9b-493ce83ec138.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/d84ab25c-fbe2-456f-a0e3-8c0bf33f13be.JPG,Orange___Haunglongbing_(Citrus_greening)
"plantGuard_dataset/images/Pepper,_bell___healthy/986ea7d9-1d7d-422c-98c2-4a1e3193850c.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Soybean___healthy/48269f93-f012-4354-b02c-a7659ea126a2.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/36abbe71-d4d8-4878-8056-6119428f932b.JPG,Soybean___healthy
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/be710b75-262d-4031-857c-e1de2e28871d.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Cherry_(including_sour)___healthy/67d60a22-7224-4078-9d93-bac98e4abde7.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/fc37cbcc-3f8a-42ac-9921-11fe3e609bde.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/b3a32bc7-8aa0-4598-8945-eea7fb451791.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Soybean___healthy/d58508d4-9dc4-4955-9211-bf16202a6bb6.JPG,Soybean___healthy
plantGuard_dataset/images/Blueberry___healthy/8a9f4306-07d4-42e9-8c51-7e9cbf06ea6a.JPG,Blueberry___healthy
plantGuard_dataset/images/Tomato___healthy/016e9f1f-287d-4ba5-addc-1c4ae510e36e.JPG,Tomato___healthy
plantGuard_dataset/images/Apple___Black_rot/0526c102-3afb-4616-bddf-8909c4b213df.JPG,Apple___Black_rot
plantGuard_dataset/images/Corn_(maize)___Common_rust_/9f1db9d2-90ed-4cfe-b0c9-614f18bed6e1.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/365ca5ea-8040-450d-bbbc-bc1a2fedadc3.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/58257e7b-2d3a-4c68-9f47-c3cbadb0e29a.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/9a52e1a0-e4a8-4123-b6be-5419f00b0d90.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/12a95e95-dba3-4c45-bc61-f2cbe8c0bfe3.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/54b87093-6a24-4bf7-96ad-ab339d81bc0a.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/0150759f-db7d-494e-a6ca-b89ad1f66fc9.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Peach___Bacterial_spot/12018f01-23bf-4f65-91fd-b5af0995f794.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Apple___healthy/f7b6add7-689b-4ffb-8d27-56080e9b6b70.JPG,Apple___healthy
plantGuard_dataset/images/Potato___Early_blight/0eea9fc9-46f3-4a37-aafe-fed2f7fdb0f3.JPG,Potato___Early_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/4777eb51-bb9d-4e39-a352-d26a6daa0cfd.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/6e31d261-6f21-4f2f-afae-c33501b640f8.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/07d79682-acd3-4dd3-8028-24037359dbca.JPG,Soybean___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/5794e375-6f7c-476a-8975-c08d18367148.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Soybean___healthy/f4f555d9-0b50-4b12-8528-8df9a21d29e6.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Late_blight/ed2920a3-84c1-4cf4-9beb-8b53e060541e.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/479c8ebe-ba91-43b7-a179-5dcdc37198f2.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Corn_(maize)___healthy/7a8dc259-cee0-4bff-8c2e-4bd8fce4c7d7.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/62ad1601-23d9-4ea6-9ee6-b688d030f41b.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Squash___Powdery_mildew/e5fa1aff-b1f4-420c-9b0f-4553898123fa.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___Target_Spot/4cb1d1e6-de52-438c-8871-8def95a5d7a6.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Corn_(maize)___healthy/e66f9eb6-6a70-4c9a-891c-351bb5134d75.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/e4007db4-96aa-4cb4-8090-484c761ae8c1.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/affc8578-e789-4c44-8b42-71b6641e9796.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/b18cb036-9228-49f4-b98f-2b9b60101c60.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Late_blight/d59d6032-63d1-4637-aada-8b0c08470193.JPG,Tomato___Late_blight
plantGuard_dataset/images/Soybean___healthy/8c69ba20-9c21-4783-bfbf-70db308edc4c.JPG,Soybean___healthy
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/91ec0ca2-460c-4673-b624-e88bdcf2e8f7.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/bb0e4d61-881e-4cb6-8d6e-fa86edba960b.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/25c326b3-d7c4-493a-88ea-e66b025a99c0.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Squash___Powdery_mildew/9db83a49-aa00-4eea-b983-47f64ca0c72c.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Cherry_(including_sour)___healthy/05c5acb2-f574-4211-8d65-ed2029865039.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Squash___Powdery_mildew/b2234e8c-8eb1-4ba4-b6e1-e55d9d5130ad.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Peach___Bacterial_spot/cb2054ca-3451-4402-ad12-48b91a584844.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/5ff9b0a7-7732-4a35-b269-bbd5ed79d83b.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/5c913e70-f4e1-40e8-8475-a3d3b9b6be69.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Peach___Bacterial_spot/2eb1e238-30a5-45cd-be31-9f78b2150811.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/8d43cb02-f2ec-4dd2-ab51-02dd872f00ca.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Potato___healthy/b0e42f7d-9db4-48c0-b949-cc931fd7b2cf.JPG,Potato___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/4961b790-3917-4b06-bfe0-9a0312df3e8f.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/6fb2683e-2e45-4bdd-9410-668a70514eb9.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/f24ccc2c-a4fa-4c22-b69e-c0e08a8cb3b4.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Peach___Bacterial_spot/844c152d-505a-4e5b-b4c2-2c767b6cb2f4.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/2fb7d95d-fa6f-40f6-97e1-f3a095429b1f.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/4dc2a4e8-5a99-41be-909b-fb86f7aa541e.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Soybean___healthy/4be7d622-60c5-4b4e-8be3-a1cb64e22999.JPG,Soybean___healthy
plantGuard_dataset/images/Raspberry___healthy/d7ddb2cc-0e32-4613-bf0e-e8d0ed06f7f4.JPG,Raspberry___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/235d1718-020b-469b-b979-70dd60f4ba92.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/b1e5d5ea-2c87-4e2e-9b87-4ec757b4fb33.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/58c381fd-b449-4632-a4d4-85e3e6ca4bd5.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/e95b5904-2afb-49df-b6bf-cd4fa3e9db43.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/fa48332b-7760-4c57-be13-f5557a8625a6.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/b4fcd7a2-75f8-45e2-812f-5e18c0ee686b.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Squash___Powdery_mildew/aa70d2ff-7e03-4cb1-b84e-af0cfbc3cf99.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Soybean___healthy/7273f512-61c9-4d8a-88fd-968bc14fb617.JPG,Soybean___healthy
plantGuard_dataset/images/Squash___Powdery_mildew/f2d2b29d-1299-4454-82e4-1b3eb4fbf7e5.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___Late_blight/5c46e204-36ec-4709-babe-82bd685bfadc.JPG,Tomato___Late_blight
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/95b273ff-58c2-453c-9464-ffc13ac8a962.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Tomato___Target_Spot/85c71355-45d2-4019-8814-3458af58bfdd.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Strawberry___Leaf_scorch/4b5d4a67-0a90-456e-8a26-6c314df609b7.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/fd9606e2-0795-4db1-9c9f-ae174cd397f2.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/9fd216d6-a249-4bbe-83ae-ecc613fa69ac.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/b002e0df-96f7-40a4-af15-b8863522e9f4.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/db35fa1e-1914-4d98-b783-95645227ce5e.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Peach___Bacterial_spot/11180624-1323-4418-b4ff-22760d081787.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Squash___Powdery_mildew/a4ce8e17-5780-4f80-a70b-37c530cf5e60.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/2e470398-fc23-4406-970d-a9edfd168e93.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Corn_(maize)___Common_rust_/820af617-cbc7-498e-906c-bdadf8fc5a63.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Corn_(maize)___healthy/b5a4e63c-97d1-4b93-9e6a-33ee54a3bae3.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Cherry_(including_sour)___healthy/9d7cfb96-a961-48b4-8afc-66b1bb80323f.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Soybean___healthy/55413242-ff00-489b-acdd-142bcc4c75f9.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/f94b40c2-feab-4823-bd8c-f77c2938c298.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/b0e758e6-0d00-4176-af37-ec406a0a22f1.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Peach___healthy/163ae4ab-db6a-4e4e-a103-ac965a55ad32.JPG,Peach___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/9b28af20-212d-44c4-85f2-2bf2b2e69a4d.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Late_blight/df44b4db-7b7e-4f59-95bd-0defe64b95df.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/12507089-77c9-4040-a5c8-f08d72f6588e.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/08a0b96e-3d83-4324-b2d6-7693a605858f.JPG,Soybean___healthy
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/6e0ffc3f-aaa2-426d-9534-a33597f1198d.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/00ed849d-7577-445e-b0de-e8deda22311c.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Blueberry___healthy/f6bfe23c-e2ef-4499-9c50-b10d4b8cb24d.JPG,Blueberry___healthy
plantGuard_dataset/images/Peach___healthy/29f63345-4a32-446a-9bba-c6679226fc78.JPG,Peach___healthy
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/efdde2d3-75c4-4a32-82d5-60f257894bfc.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Corn_(maize)___healthy/f145a6d7-4ce7-4b1e-863b-8ae216a95683.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/4848b087-e567-41a7-a8f1-50820ed6e1ab.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Apple___healthy/c7abde77-3fff-4411-83e8-7d347a977719.JPG,Apple___healthy
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/1ef9bb1f-eb48-4761-bcf2-e8b3641656d9.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Squash___Powdery_mildew/433c58ad-f117-4ed6-96c0-a059937a6f04.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/3ffa70f0-7be6-4a6a-af61-2fd422c63150.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Target_Spot/8992a819-8e8e-4521-b9f3-8ed350b0ba93.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Tomato___Early_blight/be425bd0-d604-4dfd-8b53-361fe014ceee.JPG,Tomato___Early_blight
plantGuard_dataset/images/Tomato___Tomato_mosaic_virus/2973a41b-fb15-42f1-89f5-10b05633aa8f.JPG,Tomato___Tomato_mosaic_virus
plantGuard_dataset/images/Soybean___healthy/14c58e96-e56d-480a-bf98-d4f1cb8a36e1.JPG,Soybean___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/9516051a-633b-416d-888c-cac963c39351.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Squash___Powdery_mildew/874c55b1-7bc6-48b2-97b9-bac704d3af73.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Apple___Black_rot/1e96f032-4628-4aeb-b656-6a012cbfff3a.JPG,Apple___Black_rot
plantGuard_dataset/images/Soybean___healthy/f461e583-7979-4eb7-a515-3723d736a5f9.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/2d9b0932-451b-4f92-8d26-ba14a86771b4.JPG,Soybean___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/65a79180-91f3-45a6-a23a-f55eae9c8f58.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Squash___Powdery_mildew/17e3d7c7-d0ef-4d4b-9416-985b5efb5613.JPG,Squash___Powdery_mildew
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/0442bc33-9b14-4ac9-80b6-1ebcf5b910b0.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Squash___Powdery_mildew/c0b10844-b0a9-4ad2-a88b-04c39be2bc92.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/4d7ae389-7dbc-4667-acc2-5d5c26449f4b.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/9a20ee77-1cf5-4d53-bf13-caa3f8751015.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/587a2430-dbc2-4b05-8155-d7c53e44edce.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/02398003-eaf1-43a9-a6c2-1070742388f2.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/271bcbb0-47ba-4013-ae3e-ccfa6de92ccc.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/1e1db2e1-7446-488c-b5f9-b7e976726085.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Corn_(maize)___healthy/e8b7df04-5ea9-480c-9bb4-a8d49c26738f.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Potato___Late_blight/08f70c7f-7dd6-4d9d-b83f-57c79434b837.JPG,Potato___Late_blight
plantGuard_dataset/images/Soybean___healthy/f0630e2f-c05f-4231-bbf9-b63520374ef2.JPG,Soybean___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/32876a1f-1ebf-4ab4-8153-59278451481d.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/380aaf67-ac21-4790-835b-af5cf9222769.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/8b482f16-9169-475d-b279-ea869f49f260.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/27b01e23-4cac-4ed4-8a15-f6ee37f6376c.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Peach___Bacterial_spot/79470314-6cda-4cf1-bf75-6af63bc0b73e.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Potato___healthy/fed2ad07-bca2-473f-9ed1-570ac41cbd70.JPG,Potato___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/5d63e62e-ccfe-4786-8fc6-96dc518b2622.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/9e2466af-f799-4222-9611-bf7976d61b9d.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/8ca059cd-72df-499f-883f-dd15eafd6fb8.JPG,Tomato___Septoria_leaf_spot
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/505d78c1-99c4-4899-8d7e-5ca2792ba794.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Strawberry___Leaf_scorch/2ba811a9-415c-4ae4-a68b-98fb539eeefe.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Tomato___Target_Spot/9de6f1c7-862d-4b2c-8af4-0b674d9f5c2f.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/15a67afc-bafd-46c7-ba50-7eb79601a491.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/9dcedafd-6a29-4688-ae29-193ff5873861.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Potato___Early_blight/ed1bf1b1-ff3d-4ee0-985e-b5a1035b9847.JPG,Potato___Early_blight
plantGuard_dataset/images/Strawberry___healthy/c387005a-c6b8-4554-9922-5e0d781b5f5e.JPG,Strawberry___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/9b00409d-c335-4e5c-9f4a-f8f2cccbc554.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/aa0be505-2960-47aa-8bff-1e9a65a0c12b.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Peach___healthy/fc64fc7b-ec76-4da6-a994-082793c79b9a.JPG,Peach___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/bd4b6a72-5a7b-4122-ba55-fac3670d4ffe.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Cherry_(including_sour)___healthy/6057733c-718f-4a34-b5d1-fc25cbb543d6.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Tomato___Leaf_Mold/3a2f63f1-6e1d-4423-a232-bce92cb0075a.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Peach___Bacterial_spot/a240fbbd-4a4b-4957-b225-bf0f600c9c69.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___healthy/3908b3cb-9abf-49c3-ba38-da1fb2eb9794.JPG,Tomato___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/b9338739-d4f4-4fcc-a835-ae04fb6df68b.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Cherry_(including_sour)___healthy/7174dd52-7c8e-406c-bf64-3a441f83c433.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/c7557888-8d3b-4703-a57c-9eca74ddc300.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Corn_(maize)___Common_rust_/4a9b6614-231c-45a3-bab1-c6a42b645a47.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Peach___healthy/de3ca5a9-d387-4416-b2ef-aecef34e8df5.JPG,Peach___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/c0993276-6811-47f8-b872-5fd41abe28e0.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/27b0ab45-53db-4bc5-ac95-0fbebed4c7ec.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Squash___Powdery_mildew/8d59b97d-67db-4cca-9aed-90f84c50b839.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Soybean___healthy/a237c791-6673-49d1-8638-1261c150bc86.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/c9645eba-63ae-4fab-a9b4-aafccbafbfed.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Early_blight/13f446c7-0f73-4029-b237-36c8d0c4dfba.JPG,Tomato___Early_blight
plantGuard_dataset/images/Grape___Black_rot/bf86caac-51c6-48cf-bc33-7b09894b08fe.JPG,Grape___Black_rot
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/455da0f4-c2a5-46e1-b30e-648907e6cdaa.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Potato___Late_blight/155dcd8a-adfa-4bab-abe7-f44fb42930f2.JPG,Potato___Late_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/b49e1360-6919-4b43-bcf3-eb53905a1562.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Corn_(maize)___healthy/182b656f-526a-4fce-9e1a-c88d8318bd0e.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/45deb9a7-b0fa-4bed-8be1-eb3522d975fc.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/708bb8f5-8f01-45a6-84ef-5001aeec04ee.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Tomato___Bacterial_spot/7660f677-8d23-4521-9de8-c9ba542c964b.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Bacterial_spot/e18361af-d945-4ded-803a-6660f68f55b1.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/130d5110-8c8c-4a2f-9263-7b5eb799d292.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Blueberry___healthy/54774068-0d34-4a36-afc3-0785162510a0.JPG,Blueberry___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/440ed02f-5eaa-416b-9fec-36be44c2d638.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/bd03d1f5-8d51-4c0c-a66a-b243b8d7fc78.JPG,Soybean___healthy
plantGuard_dataset/images/Cherry_(including_sour)___healthy/1301a4a3-3526-46c7-88e4-f683f678a5d4.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Corn_(maize)___Common_rust_/06dab24e-de32-486d-9acc-c66cf5af9af6.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Soybean___healthy/e74f8857-425c-4d11-8309-e9f386096079.JPG,Soybean___healthy
plantGuard_dataset/images/Peach___healthy/7386994a-6589-4f2d-bcea-a6c6af65b2c2.JPG,Peach___healthy
plantGuard_dataset/images/Grape___Black_rot/d123b4e3-8096-41aa-877e-3a2ccdc4925e.JPG,Grape___Black_rot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/77590692-5254-47c4-9d7b-31bf6e75d588.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/e159f703-2661-4144-b87e-97bf5cc64fdc.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Potato___Early_blight/43116466-93fd-484c-bf5c-19746c308991.JPG,Potato___Early_blight
plantGuard_dataset/images/Squash___Powdery_mildew/59f5fb69-db36-4895-9a12-492eda1c19df.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/af7295c0-5938-40ce-bbe9-411e27864f2f.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Tomato___Late_blight/126cd022-5195-479a-963f-3c36d697bbe5.JPG,Tomato___Late_blight
plantGuard_dataset/images/Cherry_(including_sour)___healthy/8cbf1972-0743-4503-83a3-c745daa2b09f.JPG,Cherry_(including_sour)___healthy
